@id,area,highway,name,centroid_lon,centroid_lat,source,bridge,layer,oneway,lanes,surface,ref,foot,service,junction,name:en,trail_visibility,incline,access,bicycle,horse,motor_vehicle,maxspeed,tunnel,lit,railway,description,segregated,construction,maxspeed:advisory,minspeed,overtaking,sidewalk,check_date
way/1019045603,,residential,,88.40164799911265,22.952106092642342,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019045604,,residential,,88.40120185230799,22.951938912181358,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019045605,,residential,,88.39616649727172,22.948123159116857,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019045606,,residential,,88.39707572417578,22.947945373822517,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019045607,,residential,,88.3973123,22.9483879,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019045608,,residential,,88.39747357276848,22.948660383820876,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019045609,,residential,,88.39778933786431,22.94873570980376,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019045610,,residential,,88.39763772103169,22.947874462510917,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019045611,,residential,,88.39660734945554,22.948337793369568,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019045612,,residential,,88.39658427729424,22.948990169387564,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019045613,,residential,,88.39629578778771,22.948937985678512,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019055454,,residential,,88.39794533631768,22.94633865107454,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019055455,,residential,,88.39755347028915,22.945777830420766,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019055457,,residential,,88.39932772407575,22.945439940343793,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019055458,,residential,,88.39974775926352,22.944553246063897,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019055459,,residential,,88.39918327982102,22.94438912724775,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019055460,,residential,,88.39943550000001,22.944659549999997,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019055461,,residential,,88.39937125,22.9444164,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019055462,,residential,,88.40153384183118,22.94458799296589,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019055463,,residential,,88.40213615531647,22.945214783418706,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019055464,,residential,,88.40301175301943,22.944819045496573,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019055465,,residential,,88.40140841175166,22.94494682356688,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019055466,,residential,,88.40285642539662,22.943431379913974,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019055467,,residential,,88.4020271050151,22.943653543998245,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019055468,,residential,,88.40241588506538,22.943507538313767,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019055469,,service,,88.40460051631932,22.94296431767773,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019325943,,living_street,,88.45099235880221,22.980561562053214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019325944,,living_street,,88.45062545,22.97956855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019325945,,service,,88.45437788964468,22.97949161712156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019325946,,service,,88.45484482839552,22.979180120118738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019896562,,residential,,88.40097471221195,22.952953091762577,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019896563,,residential,,88.4022985056552,22.952991533957533,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019896564,,residential,,88.40229066745124,22.953604638994584,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019896565,,residential,,88.40105325544378,22.953432234879315,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019896566,,residential,,88.39854288168664,22.9531869051496,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019896567,,residential,,88.3948010331383,22.95357556758753,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019896568,,residential,,88.39552683716714,22.95075625013672,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019896569,,residential,,88.39602411740553,22.949289677427267,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019896571,,residential,,88.39721749140222,22.947518472354457,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900460,,residential,,88.4035352570039,22.952395548991063,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900461,,residential,,88.40391081443664,22.948485373735195,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900462,,residential,,88.40207461734639,22.947943641921803,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900463,,residential,,88.40155555891565,22.948908594552563,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900464,,residential,,88.40231153784919,22.94813700299436,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900465,,residential,,88.4011997922479,22.94717699157503,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900466,,residential,,88.40168352487453,22.94752881128782,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900467,,residential,,88.40240759753745,22.947175346964986,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900468,,residential,,88.40276431897519,22.94586638867941,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900469,,residential,,88.40305413156638,22.945805869322722,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900471,,residential,,88.39744635,22.946754300000002,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900472,,residential,,88.4030996258178,22.9495744246464,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900473,,residential,,88.40379336604508,22.950605704164413,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900474,,residential,,88.40001546603511,22.948526504220492,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900475,,residential,,88.39963065,22.948674,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900476,,residential,,88.39955341731203,22.94730629980981,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900477,,residential,,88.39986119630842,22.946638469479343,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900478,,residential,,88.40039125,22.9464039,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900479,,residential,,88.40034785853801,22.946145070066798,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900480,,residential,,88.4018889202346,22.94599114373469,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900481,,residential,,88.40201195,22.946629,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900482,,residential,,88.40289505000001,22.94779995,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900483,,residential,,88.41583604334043,22.934281663031587,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900484,,residential,,88.41589710000001,22.9341436,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900487,,residential,,88.41416031459423,22.93436767801038,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900492,,residential,,88.41468272201145,22.934146224777866,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019900493,,residential,,88.41381531778731,22.934498108318838,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019901781,,residential,,88.41573445638818,22.936573240542867,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019901782,,residential,,88.41544425666997,22.93577094943406,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019901783,,residential,,88.41469348061167,22.935976247537845,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019901784,,residential,,88.41574496031109,22.937598770988355,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019901785,,residential,,88.41642376792838,22.935266345192144,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019901786,,residential,,88.41437953320907,22.936637420882672,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019901787,,residential,,88.41510861755509,22.937399145919795,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019901788,,residential,,88.41593105698306,22.940034412171027,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019901789,,residential,,88.41588974999999,22.94023995,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019901791,,residential,,88.41580320084292,22.939513855538664,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019901792,,residential,,88.41560700436484,22.939250294791243,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019901793,,residential,,88.4153419348638,22.93812766866268,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019901794,,residential,,88.4164260348693,22.938332874189346,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019901795,,residential,,88.41698199265994,22.937966745130588,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019901796,,residential,,88.4156617369122,22.941014392706432,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019901797,,residential,,88.41556168446051,22.94165890003899,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019901798,,residential,,88.41713019300943,22.940801554244924,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019901799,,residential,,88.41651524548627,22.942053966747302,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914331,,residential,,88.41408135,22.935748650000004,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914332,,residential,,88.4149087643462,22.94433019841309,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914333,,residential,,88.41506175087254,22.94366073643563,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914334,,residential,,88.4154958,22.944885300000003,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914335,,residential,,88.41545901078976,22.94651656225184,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914336,,residential,,88.4158725943,22.947474571673098,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914337,,residential,,88.41553035074125,22.948152792184327,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914338,,residential,,88.4157373,22.947749549999997,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914339,,residential,,88.41575603861918,22.94919372462876,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914340,,residential,,88.41700809051031,22.947870036928318,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914341,,residential,,88.4151871490029,22.949007420679138,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914342,,residential,,88.41347671278913,22.948954695751027,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914343,,residential,,88.41432929999999,22.949029799999998,maxar,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914344,,residential,,88.41353568655506,22.951582039818305,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914345,,residential,,88.41477965,22.951554700000003,maxar,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914346,,residential,,88.41517320344718,22.9514947231766,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914347,,residential,,88.4160921868447,22.951171354146688,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914348,,residential,,88.41724171635943,22.951550878553054,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914349,,residential,,88.41703090861434,22.952108735779703,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914350,,service,,88.41392881418594,22.953127395743234,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914351,,residential,,88.41601112602046,22.95289164034744,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914352,,residential,,88.41525621700823,22.950611363249003,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914353,,residential,,88.41533595,22.9513082,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914354,,residential,,88.41562876072948,22.952697048254926,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914355,,residential,,88.4151043,22.9527609,maxar,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019914356,,service,,88.41389861916,22.954256070818758,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019920898,,residential,,88.44761701040152,23.018067655465213,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019920901,,residential,,88.44845421912524,23.016224227272826,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019920903,,residential,,88.44838301620871,23.01552940219234,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019920907,,residential,,88.44822470152174,23.01783870995858,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019920908,,residential,,88.44831078483838,23.017585108328287,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019920910,,residential,,88.4489707,23.0175148,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019920911,,residential,,88.45032028482774,23.019080314165283,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019920936,,residential,,88.4563207955897,23.015899686794807,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019920939,,unclassified,,88.44527088689267,23.01145436655053,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921272,,residential,,88.41445729573651,22.946694442329125,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921273,,residential,,88.41672755199637,22.94662247758403,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921274,,residential,,88.4156336,22.951884550000003,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921275,,residential,,88.416427352862,22.95201287494031,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921276,,residential,,88.41622450000001,22.950974399999996,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921277,,residential,,88.41608085141733,22.950052701537974,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921278,,residential,,88.41451613916729,22.94715986418213,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921279,,residential,,88.41645714626311,22.94538370234465,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921280,,residential,,88.41460563624275,22.942902383266606,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921281,,service,,88.41473501334791,22.94223986933956,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921282,,service,,88.41432831772818,22.940638470513306,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921284,,residential,,88.41567855,22.934787200000002,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921285,,residential,,88.4154783854252,22.935046474106212,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921287,,service,,88.41332855,22.93492705,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921288,,service,,88.41379723726097,22.938045724091975,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921289,,service,,88.41444265725713,22.941513933109345,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921290,,residential,,88.39930162122191,22.9515233016279,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921291,,residential,,88.40201432179914,22.94879943323934,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921292,,residential,,88.40204303169428,22.950187135713524,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921293,,residential,,88.40133225138906,22.94964303238222,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921294,,residential,,88.40379892801145,22.945188933562772,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921295,,service,,88.40396515,22.94493765,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019921296,,residential,,88.40471951053988,22.94438941745988,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019922400,,residential,,88.39825781323675,22.949604392909855,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019922401,,residential,,88.39803597378962,22.949294364291767,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019922402,,residential,,88.39774225104041,22.9484796715936,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019922404,,residential,,88.39797391278454,22.948926859813486,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019922405,,residential,,88.39562293390492,22.94795046752994,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019922406,,residential,,88.39581916358667,22.953802077850252,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019922407,,residential,,88.3978304,22.95315965,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019922408,,residential,,88.39840012231024,22.95333035966348,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019926171,,residential,,88.39857107938842,22.94927164617406,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019926172,,residential,,88.40115219761321,22.952590635831637,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019926173,,residential,,88.40019216790766,22.952385372320332,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019926174,,residential,,88.3957083409378,22.948720403859486,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019926175,,residential,,88.40072645879229,22.94956382141484,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019926176,,residential,,88.39845250267072,22.950609227173892,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019926177,,residential,,88.400891346516,22.950148857018462,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019926178,,residential,,88.40077897186045,22.94722949033413,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019926179,,residential,,88.40100157559917,22.94674149366323,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019926180,,residential,,88.40182699424372,22.94504232695474,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019926181,,residential,,88.40218505,22.9444604,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019926182,,residential,,88.40173125000001,22.94450895,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019926183,,residential,,88.39970755,22.947713999999998,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019933930,,residential,,88.40377307850417,22.94813451494472,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019933931,,service,,88.40448795290587,22.946632643841653,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019933933,,service,,88.40554424999999,22.94096115,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019933934,,service,,88.40583977476919,22.94119574686671,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019942137,,service,,88.41574946351855,22.943864467081184,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019942138,,residential,,88.4158383,22.94560355,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019942139,,residential,,88.4147839,22.9453205,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019942140,,residential,,88.41478928469905,22.94576475176998,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019942141,,residential,,88.41466163410124,22.94649778054931,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019942142,,residential,,88.4050162340083,22.953566324747626,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019942143,,residential,,88.40417018242995,22.95402884646575,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019942144,,residential,,88.4028978552409,22.94856818534972,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019942145,,residential,,88.40518954454348,22.943807478331514,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019942160,,residential,,88.39925194333014,22.947531175058717,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019942161,,residential,,88.39737364660145,22.950127372175345,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019955075,,residential,,88.40327415194753,22.950329775585967,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019955076,,residential,,88.40460265513002,22.950719160605022,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019955077,,residential,,88.40019096449097,22.95267888513549,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019955079,,residential,,88.39694826807104,22.950246447771203,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019955080,,residential,,88.39910217167753,22.94857982958476,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019955081,,residential,,88.40171256967758,22.94608253973532,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019955082,,residential,,88.402989521344,22.94315281471197,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019955084,,track,,88.4144323097346,22.95030441835974,maxar,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,
way/1019955085,,residential,,88.41515211357317,22.948803599366748,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019955086,,residential,,88.4155934,22.945789249999997,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019955087,,residential,,88.41612185973587,22.942901252436517,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019955088,,residential,,88.41587766490397,22.94294010883547,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019955089,,residential,,88.41422052026728,22.939637043546842,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019955090,,residential,,88.41481406567576,22.937382960426383,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019955091,,residential,,88.41657607233687,22.9359010440963,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019955092,,residential,,88.41646406953355,22.9356019946912,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019955093,,residential,,88.41576952456968,22.935036691765703,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019955094,,residential,,88.41444252623364,22.934999069898527,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1019955095,,residential,,88.41397320510619,22.93432837197289,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764192,,residential,,88.4309188,22.941248299999998,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764193,,residential,,88.41550525,22.942990899999998,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764194,,residential,,88.41617699373646,22.943179895582976,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764195,,residential,,88.41508,22.94044545,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764196,,residential,,88.41529345129736,22.940275992740816,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764197,,residential,,88.41472846798256,22.9396128843981,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764198,,residential,,88.41549785955722,22.939575061093255,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764199,,residential,,88.4160585,22.939279499999998,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764200,,residential,,88.41646639055129,22.93931682486675,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764201,,residential,,88.41682524632495,22.936889160681446,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764202,,residential,,88.41597764305708,22.937195299545966,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764203,,residential,,88.41475355000001,22.935414799999997,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764204,,residential,,88.4144307056765,22.936066886692487,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764205,,residential,,88.4154986,22.93632225,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764209,,residential,,88.4160123,22.9445243,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764210,,residential,,88.4163256,22.9455872,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764211,,residential,,88.41653696782572,22.94677635697197,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764212,,residential,,88.4162452002358,22.9465279789068,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764213,,residential,,88.41530115,22.9467163,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764214,,residential,,88.41576280000001,22.947056699999997,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764215,,residential,,88.4146087516356,22.947882234203348,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764216,,residential,,88.41718050944644,22.949384712879105,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764217,,residential,,88.4151121684333,22.951635990626013,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764218,,residential,,88.40274315659431,22.95182821673737,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764219,,residential,,88.40372819999999,22.9505547,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764220,,residential,,88.40306996699883,22.950698047745703,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764221,,residential,,88.40279157405546,22.950810559441408,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764222,,residential,,88.40339165,22.9494354,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764257,,service,,88.40345830720216,22.940121036515617,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764258,,service,,88.40285705414686,22.940878599937726,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764268,,residential,,88.39723035,22.9461132,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764269,,residential,,88.3984871338677,22.948029186075697,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764270,,residential,,88.40059826627986,22.947839004510403,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764271,,residential,,88.39827941987694,22.945720543934186,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764276,,residential,,88.3957985,22.94978705,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020764277,,residential,,88.39660846015316,22.950195173984465,maxar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
