Node ID,Latitude,Longitude,Edge
8027663622,23.689565,86.9833749,"(8027663622, 8027663623)"
8027663623,23.6893435,86.9840671,"(8027663623, 8027663624)"
8027663624,23.6889371,86.9852136,"(8027663624, 8027663625)"
8027663625,23.6873601,86.9893938,"(8027663625, 8027663626)"
8027663626,23.6867087,86.9905831,"(8027663626, 8027663627)"
8027663627,23.6868912,86.9900974,"(8027663627, 8027663628)"
8027663628,23.6870648,86.9896991,"(8027663628, 8027663629)"
8027663629,23.6888268,86.9850183,"(8027663629, 8027663630)"
8027663630,23.6890552,86.9843431,"(8027663630, 8027663631)"
8027663631,23.6893192,86.983574,"(8027663631, 8027663632)"
8027663632,23.6894625,86.9831131,"(8027663632, 8027663633)"
8027663633,23.6895189,86.9828903,"(8027663633, 8027663634)"
8027663634,23.6896414,86.9825328,"(8027663634, 8027663635)"
8027663635,23.6898029,86.981832,"(8027663635, 8027663636)"
8027663636,23.6899861,86.9809709,"(8027663636, 8027663637)"
8027663637,23.6897426,86.9828959,"(8027663637, 8027663638)"
8027663638,23.6898009,86.9834791,"(8027663638, 8027663639)"
8027663639,23.6897173,86.9840223,"(8027663639, 8027663640)"
8027663640,23.6897947,86.9832136,"(8027663640, 8027663641)"
8027663641,23.68978,86.983463,"(8027663641, 8027663642)"
8027663642,23.6896744,86.9840156,"(8027663642, 8027663643)"
8027663643,23.6896989,86.9833209,"(8027663643, 8027663644)"
8027663644,23.6895884,86.9838895,"(8027663644, 8027663645)"
8027663645,23.6891438,86.9851984,"(8027663645, 8027663646)"
8027663646,23.6887828,86.9862203,"(8027663646, 8027663647)"
8027663647,23.6884008,86.9871511,"(8027663647, 8027663650)"
8027663650,23.6858221,86.9905302,"(8027663650, 8027663652)"
8027663652,23.6859704,86.9891172,"(8027663652, 8027663653)"
8027663653,23.6859879,86.9899219,"(8027663653, 8027663654)"
8027663654,23.6860184,86.9897911,"(8027663654, 8027663655)"
8027663655,23.6860844,86.9895123,"(8027663655, 8027663656)"
8027663656,23.6861495,86.9891567,"(8027663656, 8027663657)"
8027663657,23.6861356,86.9894324,"(8027663657, 8027663658)"
8027663658,23.6861851,86.98915,"(8027663658, 8027663659)"
8027663659,23.6860844,86.9896391,"(8027663659, 8027663660)"
8027663660,23.6861691,86.9893103,"(8027663660, 8027663661)"
8027663661,23.6862181,86.9891387,"(8027663661, 8027663662)"
8027663662,23.6862259,86.989242,"(8027663662, 8027663663)"
8027663663,23.685922,86.9901295,"(8027663663, 8027663664)"
8027663664,23.6860232,86.9898285,"(8027663664, 8027663665)"
8027663665,23.6861643,86.9894857,"(8027663665, 8027663666)"
8027663666,23.6858952,86.9902775,"(8027663666, 8027663670)"
8027663670,23.686192,86.989479,"(8027663670, 8027663671)"
8027663671,23.6863404,86.9891862,"(8027663671, 8027663672)"
8027663672,23.686395,86.9889334,"(8027663672, 8027663673)"
8027663673,23.688548,86.9831374,"(8027663673, 8027663674)"
8027663674,23.6864705,86.9888649,"(8027663674, 8027663675)"
8027663675,23.6884992,86.9833806,"(8027663675, 8027663676)"
8027663676,23.6863675,86.9889213,"(8027663676, 8027663677)"
8027663677,23.6885074,86.9831275,"(8027663677, 8027663678)"
8027663678,23.6863245,86.9889025,"(8027663678, 8027663679)"
8027663679,23.6884615,86.9831091,"(8027663679, 8027663680)"
8027663680,23.6862937,86.988889,"(8027663680, 8027663681)"
8027663681,23.6884218,86.9830916,"(8027663681, 8027663682)"
8027663682,23.6862604,86.9888744,"(8027663682, 8027663683)"
8027663683,23.688382,86.9830741,"(8027663683, 8027663684)"
8027663684,23.6862253,86.988859,"(8027663684, 8027663685)"
8027663685,23.6883422,86.9830566,"(8027663685, 8027663686)"
8027663686,23.6860627,86.9888492,"(8027663686, 8027663687)"
8027663687,23.6881538,86.9831161,"(8027663687, 8027663688)"
8027663688,23.6865858,86.9866903,"(8027663688, 8027663689)"
8027663689,23.688146,86.9830084,"(8027663689, 8027663690)"
8027663690,23.6917603,86.9718651,"(8027663690, 8027663691)"
8027663691,23.6917191,86.9719711,"(8027663691, 8027663692)"
8027663692,23.6912256,86.9734347,"(8027663692, 8027663693)"
8027663693,23.6911346,86.973917,"(8027663693, 8027663694)"
8027663694,23.6908963,86.9748102,"(8027663694, 8027663695)"
8027663695,23.6908521,86.9747941,"(8027663695, 8027663696)"
8027663696,23.6910928,86.9738661,"(8027663696, 8027663697)"
8027663697,23.6914379,86.9727449,"(8027663697, 8027663698)"
8027663698,23.6911339,86.9723937,"(8027663698, 8027663699)"
8027663699,23.6914572,86.971559,"(8027663699, 8027663700)"
8027663700,23.6912913,86.9720787,"(8027663700, 8027663701)"
8027663701,23.6914971,86.9715704,"(8027663701, 8027663702)"
8027663702,23.6912456,86.9719563,"(8027663702, 8027663703)"
8027663703,23.6915736,86.9711304,"(8027663703, 8027663704)"
8027663704,23.6917507,86.9707368,"(8027663704, 8027663705)"
8027663705,23.6919279,86.970348,"(8027663705, 8027663706)"
8027663706,23.692092,86.9700322,"(8027663706, 8027663707)"
8027663707,23.6922214,86.9697126,"(8027663707, 8027663708)"
8027663708,23.692435,86.9688431,"(8027663708, 8027663709)"
8027663709,23.6924715,86.9685282,"(8027663709, 8027663710)"
8027663710,23.692564,86.9680347,"(8027663710, 8027663711)"
8027663711,23.6913492,86.9715663,"(8027663711, 8027663712)"
8027663712,23.6916213,86.9709104,"(8027663712, 8027663713)"
8027663713,23.6917806,86.9705367,"(8027663713, 8027663714)"
8027663714,23.6919198,86.9702563,"(8027663714, 8027663715)"
8027663715,23.6920752,86.9698689,"(8027663715, 8027663716)"
8027663716,23.691789,86.9704109,"(8027663716, 8027663717)"
8027663717,23.6919538,86.9698863,"(8027663717, 8027663718)"
8027663718,23.6914685,86.9712707,"(8027663718, 8027663719)"
8027663719,23.6917273,86.9702817,"(8027663719, 8027663720)"
8027663720,23.6918469,86.9698249,"(8027663720, 8027663721)"
8027663721,23.6914712,86.9711706,"(8027663721, 8027663722)"
8027663722,23.6916258,86.9705871,"(8027663722, 8027663723)"
8027663723,23.6917768,86.9698113,"(8027663723, 8027663724)"
8027663724,23.6866213,86.9835596,"(8027663724, 8027663725)"
8027663725,23.6874282,86.9827683,"(8027663725, 8027663726)"
8027663726,23.6880189,86.9823472,"(8027663726, 8027663727)"
8027663727,23.6883947,86.9820964,"(8027663727, 8027663728)"
8027663728,23.6884659,86.9821809,"(8027663728, 8027663729)"
8027663729,23.6885236,86.982071,"(8027663729, 8080420269)"
8080420269,23.6924132,86.9817712,"(8080420269, 8080420270)"
8080420270,23.6922204,86.9820466,"(8080420270, 8080420271)"
8080420271,23.6920021,86.9818977,"(8080420271, 8080420272)"
8080420272,23.6922181,86.9815883,"(8080420272, 8080438916)"
8080438916,23.6922316,86.9875071,"(8080438916, 8080441217)"
8080441217,23.6922636,86.9879659,"(8080441217, 8080441218)"
8080441218,23.6918123,86.9879212,"(8080441218, 8080441219)"
8080441219,23.6918621,86.9874828,"(8080441219, 8080442341)"
8080442341,23.694139,86.986377,"(8080442341, 8080442342)"
8080442342,23.6941051,86.9866345,"(8080442342, 8080442343)"
8080442343,23.6936183,86.9865934,"(8080442343, 8080442344)"
8080442344,23.6936096,86.986358,"(8080442344, 8087192255)"
8087192255,23.6998029,86.9849017,"(8087192255, 8087192256)"
8087192256,23.6989573,86.9866534,"(8087192256, 8087192257)"
8087192257,23.6980396,86.9858748,"(8087192257, 8087192258)"
8087192258,23.6990218,86.9842805,"(8087192258, 8169887826)"
8169887826,23.6880636,86.9831753,"(8169887826, 8169887827)"
8169887827,23.6881123,86.9832088,"(8169887827, 8169887828)"
8169887828,23.6881826,86.9832714,"(8169887828, 8169887829)"
8169887829,23.6924105,86.9718204,"(8169887829, 8169887830)"
8169887830,23.6906127,86.9739747,"(8169887830, 8169887831)"
8169887831,23.6906054,86.9739694,"(8169887831, 8169887832)"
8169887832,23.6905521,86.9739401,"(8169887832, 8169887833)"
8169887833,23.6903923,86.9738475,"(8169887833, 8169887834)"
8169887834,23.6902407,86.9731868,"(8169887834, 8169887835)"
8169887835,23.6900081,86.9731001,"(8169887835, 8169887836)"
8169887836,23.6903708,86.9717874,"(8169887836, 8169887837)"
8169887837,23.6908563,86.9704568,"(8169887837, 8169887838)"
8169887838,23.6906247,86.9708813,"(8169887838, 8169887839)"
8169887839,23.6906872,86.9708907,"(8169887839, 8169891282)"
8169891282,23.6939802,87.0418441,"(8169891282, 8169891283)"
8169891283,23.695032,87.0398694,"(8169891283, 8169891284)"
8169891284,23.7074863,87.0301947,"(8169891284, 8169891285)"
8169891285,23.7119261,87.0298793,"(8169891285, 8169891287)"
8169891287,23.7240148,87.0294175,"(8169891287, 8169891288)"
8169891288,23.7275127,87.0293383,"(8169891288, 8169891300)"
8169891300,23.7416162,86.9752172,"(8169891300, 8169891301)"
8169891301,23.7386587,86.9687056,"(8169891301, 8169891302)"
8169891302,23.7383182,86.9679542,"(8169891302, 8169891303)"
8169891303,23.7372459,86.9655881,"(8169891303, 8169891304)"
8169891304,23.7344588,86.9594386,"(8169891304, 8169891305)"
8169891305,23.7320985,86.9542133,"(8169891305, 8169891306)"
8169891306,23.7318363,86.9536288,"(8169891306, 8169891307)"
8169891307,23.7314182,86.952697,"(8169891307, 8169891308)"
8169891308,23.7292369,86.9478357,"(8169891308, 8169891309)"
8169891309,23.7282309,86.9455935,"(8169891309, 8169891310)"
8169891310,23.7263298,86.9413567,"(8169891310, 8169891311)"
8169891311,23.7261466,86.9409484,"(8169891311, 8169891312)"
8169891312,23.7240114,86.9361029,"(8169891312, 8169891313)"
8169891313,23.7234325,86.9347011,"(8169891313, 8169891420)"
8169891420,23.6630281,86.9233856,"(8169891420, 8169891421)"
8169891421,23.6631449,86.9234463,"(8169891421, 8169891422)"
8169891422,23.6634278,86.9233924,"(8169891422, 8169891423)"
8169891423,23.6635154,86.9233741,"(8169891423, 8169891424)"
8169891424,23.6690539,86.9357052,"(8169891424, 8169891425)"
8169891425,23.6876884,86.9314827,"(8169891425, 8169891426)"
8169891426,23.6877205,86.9314296,"(8169891426, 8169891427)"
8169891427,23.6877726,86.931368,"(8169891427, 8169891428)"
8169891428,23.6949611,86.9351203,"(8169891428, 8169891429)"
8169891429,23.6984131,86.9376565,"(8169891429, 8169891448)"
8169891448,23.6991888,86.8365939,"(8169891448, 8169891449)"
8169891449,23.6983569,86.8381668,"(8169891449, 8169891450)"
8169891450,23.6968561,86.8414006,"(8169891450, 8169891451)"
8169891451,23.6959757,86.8456862,"(8169891451, 8169891452)"
8169891452,23.6960888,86.8483696,"(8169891452, 8169891453)"
8169891453,23.6520456,86.9058848,"(8169891453, 8169891454)"
8169891454,23.6520121,86.9058761,"(8169891454, 8169891455)"
8169891455,23.6489059,86.9046166,"(8169891455, 8169891456)"
8169891456,23.6488376,86.9046472,"(8169891456, 8169891457)"
8169891457,23.6487252,86.9046999,"(8169891457, 8169891458)"
8169891458,23.6486933,86.9047229,"(8169891458, 8169891459)"
8169891459,23.6486551,86.904757,"(8169891459, 8169891460)"
8169891460,23.6691019,86.9357445,"(8169891460, 8169891461)"
8169891461,23.6733638,86.9382685,"(8169891461, 8169891462)"
8169891462,23.6759866,86.9390366,"(8169891462, 8169891463)"
8169891463,23.6914235,86.9524397,"(8169891463, 8169891464)"
8169891464,23.6914379,86.9707397,"(8169891464, 8169891465)"
8169891465,23.6915077,86.9707901,"(8169891465, 8169891466)"
8169891466,23.6915218,86.9707989,"(8169891466, 8169891467)"
8169891467,23.6915642,86.9708219,"(8169891467, 8169891468)"
8169891468,23.6916054,86.9708464,"(8169891468, 8169891469)"
8169891469,23.6916377,86.9708679,"(8169891469, 8169891470)"
8169891470,23.691676,86.9709028,"(8169891470, 8169891471)"
8169891471,23.6917134,86.970916,"(8169891471, 8169891472)"
8169891472,23.6917455,86.9709435,"(8169891472, 8169891473)"
8169891473,23.6917861,86.9709643,"(8169891473, 8169891474)"
8169891474,23.6918177,86.9709827,"(8169891474, 8169891475)"
8169891475,23.6919169,86.9710171,"(8169891475, 8169891476)"
8169891476,23.6913855,86.9717442,"(8169891476, 8169891477)"
8169891477,23.6913345,86.9717326,"(8169891477, 8169891478)"
8169891478,23.6913048,86.9717273,"(8169891478, 8169891479)"
8169891479,23.6911124,86.9717297,"(8169891479, 8169891480)"
8169891480,23.6907838,86.9716513,"(8169891480, 8169891481)"
8169891481,23.6907971,86.9716532,"(8169891481, 8261207034)"
8261207034,23.6916749,86.9707078,"(8261207034, 8261207035)"
8261207035,23.6919059,86.9705365,"(8261207035, 8261207036)"
8261207036,23.6918235,86.9706749,"(8261207036, 8261207037)"
8261207037,23.6916915,86.9709867,"(8261207037, 8261207038)"
8261207038,23.6920482,86.9702813,"(8261207038, 8261207039)"
8261207039,23.6919359,86.9704691,"(8261207039, 8261207040)"
8261207040,23.6918524,86.9706568,"(8261207040, 8261207041)"
8261207041,23.691732,86.9709827,"(8261207041, 8261207042)"
8261207042,23.6861293,86.9911465,"(8261207042, 8261207043)"
8261207043,23.6873393,86.9879836,"(8261207043, 8261207044)"
8261207044,23.6873063,86.9879523,"(8261207044, 8261207045)"
8261207045,23.6861107,86.9910831,"(8261207045, 8261207046)"
8261207046,23.6862613,86.9908593,"(8261207046, 8261207047)"
8261207047,23.6860057,86.9914631,"(8261207047, 8261207048)"
8261207048,23.686119,86.9911771,"(8261207048, 8261207049)"
8261207049,23.6863419,86.9906616,"(8261207049, 8261207050)"
8261207050,23.6862908,86.9906695,"(8261207050, 8261207051)"
8261207051,23.6883486,86.9852319,"(8261207051, 8261207052)"
8261207052,23.6884843,86.9847988,"(8261207052, 8261207053)"
8261207053,23.6885887,86.9844058,"(8261207053, 8261207054)"
8261207054,23.6883456,86.985362,"(8261207054, 8261207055)"
8261207055,23.688434,86.9851086,"(8261207055, 8261207056)"
8261207056,23.6885494,86.9847532,"(8261207056, 8261207057)"
8261207057,23.6886354,86.9844152,"(8261207057, 8261207058)"
8261207058,23.6887052,86.9840954,"(8261207058, 8261207059)"
8261207059,23.688425,86.9848421,"(8261207059, 8261207066)"
8261207066,23.686987,86.9898776,"(8261207066, 8261207067)"
8261207067,23.687064,86.9897532,"(8261207067, 8261207068)"
8261207068,23.6871699,86.9895388,"(8261207068, 8261207069)"
8261207069,23.6871647,86.9897532,"(8261207069, 8261207070)"
8261207070,23.6872116,86.9895663,"(8261207070, 8261207071)"
8261207071,23.6870552,86.9900022,"(8261207071, 8261207072)"
8261207072,23.68713,86.9898328,"(8261207072, 8261207073)"
8261207073,23.6872185,86.9896299,"(8261207073, 8261207074)"
8261207074,23.6872198,86.9897263,"(8261207074, 8261207075)"
8261207075,23.6872689,86.9896157,"(8261207075, 8261207076)"
8261207076,23.6870366,86.9900334,"(8261207076, 8261207082)"
8261207082,23.6865377,86.9866712,"(8261207082, 8261207083)"
8261207083,23.6868069,86.9859135,"(8261207083, 8261207084)"
8261207084,23.6870926,86.9852136,"(8261207084, 8261207085)"
8261207085,23.6869928,86.985427,"(8261207085, 8261207086)"
8261207086,23.687057,86.9852335,"(8261207086, 8261207087)"
8261207087,23.6872372,86.9847672,"(8261207087, 8261207088)"
8261207088,23.6878603,86.9837276,"(8261207088, 8261207089)"
8261207089,23.6877031,86.9840112,"(8261207089, 8261207090)"
8261207090,23.6874812,86.9844122,"(8261207090, 8261207091)"
8261207091,23.6873514,86.9846921,"(8261207091, 8261207092)"
8261207092,23.6872542,86.9849737,"(8261207092, 8261207093)"
8261207093,23.6871473,86.9852307,"(8261207093, 8261207094)"
8261207094,23.6869424,86.9857437,"(8261207094, 8261207095)"
8261207095,23.6890602,86.9817356,"(8261207095, 8261207096)"
8261207096,23.6888668,86.9820178,"(8261207096, 8261207097)"
8261207097,23.6887522,86.9821677,"(8261207097, 8261207098)"
8261207098,23.6884135,86.982639,"(8261207098, 8261207099)"
8261207099,23.6882606,86.9828751,"(8261207099, 8261207100)"
8261207100,23.6861858,86.9885267,"(8261207100, 8261207101)"
8261207101,23.6517489,86.9079763,"(8261207101, 8261207102)"
8261207102,23.6519442,86.9078813,"(8261207102, 8261207103)"
8261207103,23.6519699,86.9066492,"(8261207103, 8261207104)"
8261207104,23.6520901,86.9055916,"(8261207104, 8261207105)"
8261207105,23.6491749,86.9050659,"(8261207105, 8261207106)"
8261207106,23.6486329,86.9041748,"(8261207106, 8261207107)"
8261207107,23.6613773,86.9207697,"(8261207107, 8261207108)"
8261207108,23.6641393,86.9243278,"(8261207108, 8261321742)"
8261321742,23.6887802,86.9318472,"(8261321742, 8261321743)"
8261321743,23.6875842,86.931348,"(8261321743, 8261321748)"
8261321748,23.6878855,86.9313935,"(8261321748, 8261321753)"
8261321753,23.6889246,86.931864,"(8261321753, 8261321754)"
8261321754,23.6885421,86.931795,"(8261321754, 8261321755)"
8261321755,23.6880963,86.9316186,"(8261321755, 8261321756)"
8261321756,23.6872303,86.9311362,"(8261321756, 8261321757)"
8261321757,23.6882117,86.9314671,"(8261321757, 8261321758)"
8261321758,23.6873729,86.9311881,"(8261321758, 8261321759)"
8261321759,23.6868293,86.9309902,"(8261321759, 8261321760)"
8261321760,23.6858558,86.9306013,"(8261321760, 8261321764)"
8261321764,23.6849224,86.9297615,"(8261321764, 8261321765)"
8261321765,23.6851361,86.9301674,"(8261321765, 8261321766)"
8261321766,23.6853376,86.9303798,"(8261321766, 8261321767)"
8261321767,23.6858273,86.9305923,"(8261321767, 8261321768)"
8261321768,23.6862909,86.9307402,"(8261321768, 8261321769)"
8261321769,23.6868006,86.9309735,"(8261321769, 8261321770)"
8261321770,23.6873164,86.9312739,"(8261321770, 8261321771)"
8261321771,23.6883873,86.9317996,"(8261321771, 8261321772)"
8261321772,23.688617,86.9318734,"(8261321772, 8261321773)"
8261321773,23.6889535,86.9319203,"(8261321773, 8261321774)"
8261321774,23.6881495,86.9317151,"(8261321774, 8261321777)"
8261321777,23.6889674,86.9320023,"(8261321777, 8261321778)"
8261321778,23.6890596,86.9319844,"(8261321778, 8261321779)"
8261321779,23.6887869,86.9320375,"(8261321779, 8261321780)"
8261321780,23.6883405,86.9320925,"(8261321780, 8261321781)"
8261321781,23.6885605,86.9315512,"(8261321781, 8378881218)"
8378881218,23.6864343,86.9428358,"(8378881218, 8421973420)"
8421973420,23.6828278,86.9851503,"(8421973420, 8451493917)"
8451493917,23.6777667,86.9709776,"(8451493917, 8465762609)"
8465762609,23.685781,86.9335971,"(8465762609, 8465762610)"
8465762610,23.68692,86.9310438,"(8465762610, 8465762611)"
8465762611,23.6873746,86.9312233,"(8465762611, 8465762612)"
8465762612,23.6879943,86.9314362,"(8465762612, 8465762613)"
8465762613,23.6886288,86.9315699,"(8465762613, 8465762614)"
8465762614,23.6922031,86.9333822,"(8465762614, 8465762615)"
8465762615,23.693471,86.9342925,"(8465762615, 8465762616)"
8465762616,23.693319,86.9341512,"(8465762616, 8465764317)"
8465764317,23.6938432,86.9344775,"(8465764317, 8465764318)"
8465764318,23.6944184,86.9347876,"(8465764318, 8465764319)"
8465764319,23.6872301,86.9311368,"(8465764319, 8465764320)"
8465764320,23.6880961,86.9316192,"(8465764320, 8465764321)"
8465764321,23.6885419,86.9317956,"(8465764321, 8465764322)"
8465764322,23.68878,86.9318478,"(8465764322, 8465764323)"
8465764323,23.6889244,86.9318646,"(8465764323, 8465764324)"
8465764324,23.6892008,86.9318495,"(8465764324, 8465764325)"
8465764325,23.6894276,86.9318435,"(8465764325, 8465764326)"
8465764326,23.6899187,86.9318556,"(8465764326, 8465764327)"
8465764327,23.6904678,86.9319205,"(8465764327, 8465764328)"
8465764328,23.6909478,86.9320429,"(8465764328, 8465764329)"
8465764329,23.6914042,86.9322121,"(8465764329, 8465764330)"
8465764330,23.691815,86.9324069,"(8465764330, 8465764331)"
8465764331,23.6922563,86.9326833,"(8465764331, 8465764332)"
8465764332,23.6925799,86.9329371,"(8465764332, 8465764333)"
8465764333,23.6931221,86.933357,"(8465764333, 8465764334)"
8465764334,23.693573,86.9337195,"(8465764334, 8465764335)"
8465764335,23.6938607,86.9339627,"(8465764335, 8465764336)"
8465764336,23.687584,86.9313486,"(8465764336, 8465764337)"
8465764337,23.6877866,86.9314274,"(8465764337, 8465764338)"
8465764338,23.6881771,86.931583,"(8465764338, 8465764339)"
8465764339,23.6885406,86.9317332,"(8465764339, 8465764340)"
8465764340,23.6888599,86.9317949,"(8465764340, 8465764341)"
8465764341,23.6891997,86.9317997,"(8465764341, 8465764342)"
8465764342,23.6894276,86.9317936,"(8465764342, 8465764343)"
8465764343,23.6899217,86.9318058,"(8465764343, 8465764344)"
8465764344,23.6904755,86.9318713,"(8465764344, 8465764345)"
8465764345,23.6909603,86.9319949,"(8465764345, 8465764346)"
8465764346,23.6914207,86.9321655,"(8465764346, 8465764347)"
8465764347,23.6918355,86.9323623,"(8465764347, 8465764348)"
8465764348,23.692281,86.9326413,"(8465764348, 8465764349)"
8465764349,23.6926064,86.9328965,"(8465764349, 8465764350)"
8465764350,23.6931489,86.9333166,"(8465764350, 8465764351)"
8465764351,23.6936005,86.9336797,"(8465764351, 8465764352)"
8465764352,23.6938887,86.9339233,"(8465764352, 8465764353)"
8465764353,23.6878853,86.9313941,"(8465764353, 8465764354)"
8465764354,23.6883011,86.9315548,"(8465764354, 8465764355)"
8465764355,23.6886438,86.9316527,"(8465764355, 8465764356)"
8465764356,23.6889447,86.9317023,"(8465764356, 8465764357)"
8465764357,23.6891983,86.9317386,"(8465764357, 8465764358)"
8465764358,23.6894275,86.9317325,"(8465764358, 8465764359)"
8465764359,23.6899253,86.9317448,"(8465764359, 8465764360)"
8465764360,23.6904849,86.931811,"(8465764360, 8465764361)"
8465764361,23.6909757,86.9319361,"(8465764361, 8465764362)"
8465764362,23.6914408,86.9321085,"(8465764362, 8465764363)"
8465764363,23.6918607,86.9323076,"(8465764363, 8465764364)"
8465764364,23.6923113,86.9325899,"(8465764364, 8465764365)"
8465764365,23.6926389,86.9328468,"(8465764365, 8465764366)"
8465764366,23.6931816,86.9332671,"(8465764366, 8465764367)"
8465764367,23.6936342,86.933631,"(8465764367, 8465764368)"
8465764368,23.6939229,86.933875,"(8465764368, 8465764369)"
8465764369,23.6885603,86.9315518,"(8465764369, 8465764370)"
8465764370,23.6888919,86.9316393,"(8465764370, 8465764371)"
8465764371,23.6891971,86.9316835,"(8465764371, 8465764372)"
8465764372,23.6894275,86.9316773,"(8465764372, 8465764373)"
8465764373,23.6899286,86.9316897,"(8465764373, 8465764374)"
8465764374,23.6904934,86.9317565,"(8465764374, 8465764375)"
8465764375,23.6909896,86.931883,"(8465764375, 8465764376)"
8465764376,23.6914591,86.932057,"(8465764376, 8465764377)"
8465764377,23.6918834,86.9322582,"(8465764377, 8465764378)"
8465764378,23.6923387,86.9325434,"(8465764378, 8465764379)"
8465764379,23.6926683,86.9328019,"(8465764379, 8465764380)"
8465764380,23.6932112,86.9332224,"(8465764380, 8465764381)"
8465764381,23.6936647,86.9335869,"(8465764381, 8465764382)"
8465764382,23.6939538,86.9338313,"(8465764382, 8465764383)"
8465764383,23.6891956,86.931616,"(8465764383, 8465764384)"
8465764384,23.6894467,86.9316214,"(8465764384, 8465764385)"
8465764385,23.6899326,86.9316223,"(8465764385, 8465764386)"
8465764386,23.6905038,86.9316899,"(8465764386, 8465764387)"
8465764387,23.6910066,86.931818,"(8465764387, 8465764388)"
8465764388,23.6914813,86.931994,"(8465764388, 8465764389)"
8465764389,23.6919111,86.9321979,"(8465764389, 8465764390)"
8465764390,23.6923721,86.9324867,"(8465764390, 8465764391)"
8465764391,23.6927042,86.932747,"(8465764391, 8465764392)"
8465764392,23.6932474,86.9331677,"(8465764392, 8465764393)"
8465764393,23.6937019,86.9335331,"(8465764393, 8465764394)"
8465764394,23.6939916,86.933778,"(8465764394, 8465764395)"
8465764395,23.6849222,86.9297621,"(8465764395, 8465764396)"
8465764396,23.6851359,86.930168,"(8465764396, 8465764397)"
8465764397,23.6853374,86.9303804,"(8465764397, 8465764398)"
8465764398,23.6858271,86.9305929,"(8465764398, 8465764399)"
8465764399,23.6858556,86.9306019,"(8465764399, 8465764400)"
8465764400,23.6862907,86.9307408,"(8465764400, 8465764401)"
8465764401,23.6868004,86.9309741,"(8465764401, 8465764402)"
8465764402,23.6868291,86.9309908,"(8465764402, 8465764403)"
8465764403,23.6873162,86.9312745,"(8465764403, 8465764404)"
8465764404,23.6883871,86.9318002,"(8465764404, 8465764405)"
8465764405,23.6886168,86.931874,"(8465764405, 8465764406)"
8465764406,23.6889533,86.9319209,"(8465764406, 8465764407)"
8465764407,23.6892021,86.9319071,"(8465764407, 8465764408)"
8465764408,23.6894277,86.9319011,"(8465764408, 8465764409)"
8465764409,23.6899152,86.9319131,"(8465764409, 8465764410)"
8465764410,23.6904589,86.9319774,"(8465764410, 8465764411)"
8465764411,23.6909333,86.9320984,"(8465764411, 8465764412)"
8465764412,23.6913852,86.9322659,"(8465764412, 8465764413)"
8465764413,23.6917913,86.9324585,"(8465764413, 8465764414)"
8465764414,23.6922277,86.9327318,"(8465764414, 8465764415)"
8465764415,23.6925493,86.932984,"(8465764415, 8465764416)"
8465764416,23.6930912,86.9334037,"(8465764416, 8465764417)"
8465764417,23.6935412,86.9337655,"(8465764417, 8465764418)"
8465764418,23.6938284,86.9340083,"(8465764418, 8465764419)"
8465764419,23.6684504,86.9352125,"(8465764419, 8465764420)"
8465764420,23.6690537,86.9357058,"(8465764420, 8465764421)"
8465764421,23.6691017,86.9357451,"(8465764421, 8465764422)"
8465764422,23.6691935,86.9358201,"(8465764422, 8465764423)"
8465764423,23.6699124,86.9365781,"(8465764423, 8465764424)"
8465764424,23.6700977,86.936733,"(8465764424, 8465764425)"
8465764425,23.6710036,86.9373574,"(8465764425, 8465764426)"
8465764426,23.6711279,86.9374343,"(8465764426, 8465764427)"
8465764427,23.6733636,86.9382691,"(8465764427, 8465764428)"
8465764428,23.6742703,86.9386076,"(8465764428, 8465764429)"
8465764429,23.6754789,86.9390347,"(8465764429, 8465764430)"
8465764430,23.6757081,86.9390671,"(8465764430, 8465764431)"
8465764431,23.6759679,86.9390432,"(8465764431, 8465764432)"
8465764432,23.6759864,86.9390372,"(8465764432, 8465764433)"
8465764433,23.6762001,86.9389676,"(8465764433, 8465764434)"
8465764434,23.6768936,86.9386437,"(8465764434, 8465764435)"
8465764435,23.6787526,86.9376707,"(8465764435, 8465764436)"
8465764436,23.6802437,86.9370009,"(8465764436, 8465764437)"
8465764437,23.6804841,86.9368408,"(8465764437, 8465764438)"
8465764438,23.680784,86.936629,"(8465764438, 8465764439)"
8465764439,23.6810975,86.9363984,"(8465764439, 8465764440)"
8465764440,23.6812765,86.9362709,"(8465764440, 8465764441)"
8465764441,23.6824277,86.9354333,"(8465764441, 8465764442)"
8465764442,23.687868,86.9322798,"(8465764442, 8465764443)"
8465764443,23.6880553,86.9321982,"(8465764443, 8465764444)"
8465764444,23.6883403,86.9320931,"(8465764444, 8465764445)"
8465764445,23.6887867,86.9320381,"(8465764445, 8465764446)"
8465764446,23.6890594,86.931985,"(8465764446, 8465764447)"
8465764447,23.6891966,86.9319674,"(8465764447, 8465764448)"
8465764448,23.6894322,86.9319615,"(8465764448, 8465764449)"
8465764449,23.6896211,86.9319656,"(8465764449, 8465764450)"
8465764450,23.689945,86.9319734,"(8465764450, 8465764451)"
8465764451,23.6903917,86.9320263,"(8465764451, 8465764452)"
8465764452,23.6907278,86.9321071,"(8465764452, 8465764453)"
8465764453,23.6910563,86.9322,"(8465764453, 8465764454)"
8465764454,23.6913226,86.9322997,"(8465764454, 8465764455)"
8465764455,23.6914506,86.9323556,"(8465764455, 8465764456)"
8465764456,23.6916414,86.9324492,"(8465764456, 8465764457)"
8465764457,23.6919278,86.9326048,"(8465764457, 8465764458)"
